,model,accuracy,precision,recall,f1score,specificity
0,gnb,0.7747838616714697,0.7679739269554247,0.7739193083573487,0.7709900769230551,0.8599706744868035
0,randomforest,0.8291066282420749,0.8297667869646936,0.8275216138328529,0.7984206376324477,0.8453214513049013
0,xgboost,0.848270893371758,0.8479980401165026,0.8537463976945245,0.8359336680765503,0.8721552878179384
0,MLPC,0.8262247838616714,0.828161281735834,0.8357348703170029,0.8336992204358342,0.8955650929899857
