,val_loss,val_accuracy,val_precision_1,val_recall_1,loss,accuracy,precision_1,recall_1
0,2.3342660222342104,0.13832853734493256,0.5740072131156921,0.38780486583709717,3.2649369720766797,0.21656060218811035,0.5168183445930481,0.17858748137950897
1,3.104737518843725,0.13832853734493256,0.5727665424346924,0.38780486583709717,5.862152193052968,0.22720347344875336,0.5046393275260925,0.30336517095565796
2,4.26575191838597,0.13832853734493256,0.5727665424346924,0.38780486583709717,10.039275504670156,0.23889343440532684,0.5016055703163147,0.31795501708984375
3,5.590786957259824,0.13832853734493256,0.5727665424346924,0.38780486583709717,14.876807003955676,0.24197785556316376,0.49662333726882935,0.3190816640853882
4,5.861405586990225,0.13832853734493256,0.5727665424346924,0.38780486583709717,20.035934574665873,0.24123108386993408,0.4933890104293823,0.3177975118160248
5,7.329286262006512,0.13832853734493256,0.5727665424346924,0.38780486583709717,24.895941445738163,0.22950224578380585,0.48101869225502014,0.31046316027641296
6,6.498075859003864,0.13832853734493256,0.5727665424346924,0.38780486583709717,28.9522017882949,0.23204338550567627,0.48159724473953247,0.3109930157661438
7,9.875197385848427,0.13832853734493256,0.5727665424346924,0.38780486583709717,33.03734111511054,0.24665045738220215,0.49564045667648315,0.32027265429496765
8,11.698427098628766,0.13832853734493256,0.5727665424346924,0.38780486583709717,37.69798664675666,0.23383721709251404,0.4898914098739624,0.31665119528770447
9,12.965126186008069,0.13832853734493256,0.5727665424346924,0.38780486583709717,41.58377870015521,0.22823594510555267,0.47822505235671997,0.3088880777359009
