,model,accuracy,precision,recall,f1score,specificity
0,gnb,0.7165706051873199,0.7180067472305295,0.7155619596541787,0.7065276535690129,0.68125
0,randomforest,0.7730547550432276,0.7848082653424211,0.779106628242075,0.7705586684170813,0.8
0,xgboost,0.7873198847262248,0.7896925837053003,0.7900576368876081,0.7880136663076628,0.7904411764705882
0,MLPC,0.7360230547550433,0.7781404438018877,0.7345821325648416,0.7885302993211419,0.8316326530612245
